name,gtin13,price,availability,description,brand,breadcrumbsgroup1,breadcrumbsgroup2,breadcrumbsgroup3,images,,,,
Shaken Udder Salted Caramel Milkshake 330Ml,5.06E+12,1.6,InStock,"High Temperature Pasteurised Milk Drink. Discover Delicious Dairy,Made with Maldon Sea Salt,Love the Udder,Milkshake with no artificial colours, flavours or preservatives,Good source of calcium and protein,Less than 5% added sugar,Low fat,Gluten free,Suitable for vegetarians",SHAKEN UDDER,Fresh Food,"Milk, Butter & Eggs",Milkshakes & Iced Coffee,https://digitalcontent.api.tesco.com/v2/media/ghs/306553ad-72d9-4b15-a965-a5e850b27f17/435a74e2-67ec-4e8f-933f-0213d1827016.jpeg,,,,
E.Wedel Pawelek Milk Chocolate Bar With Creamy Filling 45G,59025603,0.6,InStock,Milk Chocolate Bar with Creamy Flavoured Filling,E.WEDEL,Food Cupboard,World Foods,Polish,https://digitalcontent.api.tesco.com/v2/media/ghs/207bb6c7-4a9b-46a6-9783-8669e292b1b5/cba83f02-aed2-4d59-a280-f97e8fec859e_631127709.jpeg,,,,
Tesco Persimmons Minimum 3 Pack,5.05E+12,1.2,InStock,Persimmon.,TESCO,Fresh Food,Fresh Fruit,"Mango, Kiwi & Exotic Fruit",https://digitalcontent.api.tesco.com/v2/media/ghs/2890bdbb-d2bb-4970-8dd3-6484f28a2517/e60cb223-f2cf-4858-b80c-393ce35d62a4.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/0e297fe3-2d58-4697-823f-a41a514fdf89/9e3cc94f-060f-424c-9f1e-26d4cd6b9c95_1351808405.jpeg,,,
Sharwoods Stir Fry Sauce 30% Less Sugar Sweet Chilli Garlic 120G,5.00E+12,0.9,InStock,"Sweet Chilli & Garlic Stir Fry sauce. Chilli rating - 2,Only 60 Calories per Portion,No Artificial Colours, Flavours or Preservatives,Suitable for Vegetarians",SHARWOODS,Food Cupboard,"Cooking Sauces, Meal Kits & Sides",Chinese,https://digitalcontent.api.tesco.com/v2/media/ghs/ec97b1d5-6f66-4ce4-903a-ea9d15c47305/87bb1587-ed71-4f05-aed1-1cee9cd98018_1866634900.jpeg,,,,
Pedigree Denta Tubo Puppy Dog Treat 3 Stick 72G,6.00E+12,1.3,InStock,Complementary pet food for puppies aged 4-12 months. Pedigree DentaTubos puppy chews have a unique shape and texture specially designed to be kind to a puppy's developing teeth & gums because chewing on anything too hard could damage their teeth,PEDIGREE,Pets,Dog Food & Accessories,Puppy Food (0-12 Months),https://digitalcontent.api.tesco.com/v2/media/ghs/2b839311-c211-4d35-ae10-6bc8d77d3cbf/eeb64994-6c59-42e4-b52c-be457b421c0d.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/5a5b4ad5-79d8-4174-9a30-cb711b53a589/f3c0fd4f-b08e-4df6-9033-1f4566b7034b_1710516961.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/7bd44348-eaf6-4626-93cc-c0739dc5f54d/4daa895d-3c8c-45de-a9c1-c22673b10d26_492780353.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/608ac880-0221-407f-85b6-85fd2cb46a2f/724c4aef-42c7-49af-b553-df649fa37245_1162206726.jpeg,
Tesco Plastic Measuring Jug 2L,5.06E+12,1,InStock,"Tesco Plastic Measuring Jug 2L. Tesco Home,Made from 100% Food Grade & BPA-Free clear virgin plastic,Light weight and durable",TESCO HOME,Home & Ents,Cooking & Dining,Food Preparation,https://digitalcontent.api.tesco.com/v2/media/ghs/1016bb38-92ba-4e98-8583-5527010ffe28/513bc7a4-8d9e-499e-a6ae-77e92dc8107e_1314677806.jpeg,,,,
Warburtons Gluten Free 4 Soft Brioche Rolls,5.01E+12,2.7,InStock,"4 Sliced Gluten Free Brioche Rolls. High Calcium,Source of Fibre,Wheat and Milk Free,Low in Saturated Fat,Gluten Free,Suitable for Vegetarians",WARBURTONS,Bakery,Free From Bakery,"Rolls, Buns & Ciabatta",https://digitalcontent.api.tesco.com/v2/media/ghs/bf1f5ab8-3fb2-40d6-b9de-21320239f6a8/0c457971-04b8-4be8-83eb-2f5b318af690.jpeg,,,,
Tesco 100 Cotton Low Twist Hand Towel Black,5.06E+12,3.5,InStock,"Tesco 100 Cotton Low Twist Hand Towel Black. Hand Towel,100% Cotton,Machine washable",TESCO HOME,Home & Ents,Bathroom Accessories & Towels,Towels,https://digitalcontent.api.tesco.com/v2/media/ghs/abb253d4-b7d4-4d0c-ae25-4a44936645ff/a5a71e10-8bc0-4322-b68f-24ea8701acda_1986014804.jpeg,,,,
Tesco 5W40 Fully Synthetic Oil 4L,5.05E+12,20,InStock,Tesco 5W40 Fully Synthetic Oil 4L. 5W40 FULLY SYNTHET. Lower ash content to reduce particulate build up. Reduces environmental impact through reduced emissions,TESCO AUTO,Home & Ents,DIY & Car Care,Car Care,https://digitalcontent.api.tesco.com/v2/media/ghs/dc651d09-17d6-4d80-b501-121c21e2b6d1/10e45411-32ba-41d3-81ed-48317731fd8a_1842727052.jpeg,,,,
Smarties Milk Chocolate Giant Tube 120G,7.61E+12,1.25,OutOfStock,"Milk chocolate (65%) in a crisp sugar shell. Milk chocolate (65%) in a crisp sugar shell.. Smarties is part of the Nestlé Cocoa Plan which is supporting farmers for better chocolate. Nestlé and the Rainforest Alliance work together to help improve the lives of cocoa farmers and the quality of their product. Find out more at ra.org.. Good to remember. Enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's pleasures.. www.smarties.co.uk. Milk chocolate sweets in a crisp, colourful, sugar shell,Coloured by nature - from food and plant extracts only,With no artificial flavours, colours or preservatives, it's a gift you can feel happy to give!,Working with the Rainforest Alliance to support cocoa farmers and their communities.",SMARTIES,Food Cupboard,Christmas Treats,Stocking Fillers,https://digitalcontent.api.tesco.com/v2/media/ghs/fe97dfcb-3440-4773-a9a4-7a5b0195a8a2/200ddc5c-28a4-4835-aeaa-7c74f78289aa_2117312093.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/f7e37868-c152-402d-bed5-60a5899231f5/9a4b7c6b-0bc0-44d2-9ce9-d65873decd79_1903009436.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/7c6663b3-61b9-4719-a675-9b82ab1cec7c/5e1d4351-ced3-4b43-8e98-6481867ab9f5_1907367634.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/55893936-73b3-4381-8c47-b2de7fda8490/c3df86e3-12b1-4c0c-a100-9dd976e3cfa3_400536515.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/1f29915f-b464-4ad8-9dbc-8517dafa49a5/7c1f8d11-a973-41bb-8dd1-87eabc2cbc6e_390861363.jpeg
Peperami Roasted Chicken Bites 50G,4.25E+12,1,InStock,"Cooked, chopped and shaped chicken in a savoury glaze. WWW.PEPERAMI.TV. Made with 100% Chicken Breast,Great Lunchbox Filler",PEPERAMI,Fresh Food,"Pies, Pasties, Quiches & Snacking",Meat Snacking,https://digitalcontent.api.tesco.com/v2/media/ghs/af975ca7-13c2-4f5b-b2dc-04735f1cd3fb/3a7b2bc8-6edd-4967-bebd-b847b474691c.jpeg,,,,
Tesco Chestnuts 400G,10034170,2.25,InStock,Chestnuts in shell,TESCO,Fresh Food,Fresh Fruit,"Dried Fruit, Nuts & Seeds",https://digitalcontent.api.tesco.com/v2/media/ghs/07d866c7-ee10-4d00-8cb9-60b5eab8ddcc/29110119-da83-4b86-8370-2d31cb4d96dc_1382198701.jpeg,,,,
Professor Puzzle Zodiac & Milky Way Jigsaw,5.06E+12,6,OutOfStock,"PROFESSOR PUZZLE ZODIAC & MILKY WAY JIGSAW . 500 Piece Jigsaw (50.8 cm diameter),Ages 12+,Set contains: 500-piece circular jigsaw puzzle and poster",PROFESSOR PUZZLE,Home & Ents,Christmas Gifts,Games & Puzzles,https://digitalcontent.api.tesco.com/v2/media/ghs/1ad96eae-8ff3-4b15-b4f6-d9b1efb55350/2204932b-764a-4439-ba4b-b98d4df1d59b_67990271.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/fe35da1e-a444-4f76-a2a9-4fedffd9a939/b9834d5f-6e02-44d2-bd8d-709f912127ed_361864279.jpeg,,,
Tesco Tassel Trim Duvet Set Double,5.06E+12,19,InStock,"Tesco Tassel Trim Duvet Set Double. Double duvet set with 2 pillowcases included,Minimal iron,Machine washable",TESCO HOME,Home & Ents,Bedding,Duvet Covers,https://digitalcontent.api.tesco.com/v2/media/ghs/279fe552-b0c6-4003-a1a0-acfd16996818/a52b0d02-f5c1-4db1-8d68-263234470427_549398734.jpeg,,,,
Oatly Oat Drink Chocolate Deluxe I Litre,7.39E+12,2,InStock,"Oat drink chocolate. Life After Oats. One day we were sitting around the office thinking about how sad it is to finish a carton of oat drink. We can always go buy another carton but the carton's future was to be folded and sent to the recycling plant to be turned into a new carton. That didn't sound like much fun so we came up with a better idea. Each carton of Oatly is now designed to be turned into your own mini-indoor herb garden. All, you have to do is cut the package off on the line below, get some dirt and seeds and you' re set. The Original,No milk, no soy, no... eh... whatever,Wow no cow!,2.5 % fat,Totally vegan",OATLY,Fresh Food,Dairy Free & Dairy Alternatives,Dairy Free Drinks,https://digitalcontent.api.tesco.com/v2/media/ghs/4c9f1fc7-0bf1-4b39-a9d5-c6cddfe417fb/dcaa32ec-f47a-45eb-be0a-c7dd1b81d330_1799870790.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/d4b9398b-5ebe-482e-a699-9c085abb2320/f6eb2aa7-80ff-4a89-870e-182bdca5a4cc_53931915.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/10fb2f06-073b-41bb-a406-87fe261f8b16/19207fd3-7018-4738-aaa5-bac1be83c044_575132500.jpeg,,
Tesco Space Table Cover,5.06E+12,1.75,InStock,Tesco Space Table Cover,TESCO CELEBRATE,Home & Ents,Party & Giftwrap,Party Tableware,https://digitalcontent.api.tesco.com/v2/media/ghs/5267787f-71f2-4eb1-971a-f58258f21c20/f3cd32dc-c6ed-4df1-be96-4f38c374e648_439551313.jpeg,,,,
La Gioiosa Prosecco Rose Millesimato 75Cl,8.01E+12,11,InStock,La Gioiosa Prosecco Rose Millesimato 75cl ,LA GIOIOSA,Drinks,Wine,"Prosecco, Champagne & Sparkling Wine",https://digitalcontent.api.tesco.com/v2/media/ghs/788c9fef-e635-4b11-af9c-a8f1a22abc03/d532b154-3e49-42d5-b2bc-f325cbc2c552_901361653.jpeg,,,,
Hinch Relaxed Tufted Cushion Small - White,5.06E+12,10,InStock,Hinch Relaxed Tufted Cushion Small - White. Designed by Mrs Hinch,HINCH,Home & Ents,Home Accessories,Cushions & Throws,https://digitalcontent.api.tesco.com/v2/media/ghs/f3a14346-ce39-47d5-a3be-76ba69bf9936/78f89d1a-4c73-40cd-bf47-aeb5079279e1_1513535780.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/7c1edfe9-bcef-4748-be6a-29fd60a3c442/eeef8b82-fdfc-48e8-bfdd-aa2ffad00e90_1173831890.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/59854291-85fc-4c89-b01b-8e1d38896b46/07616bda-684a-431e-b3a0-5033c58b92c4_896662216.jpeg,,
Persil Biological Liquid Laundry Detergent 38 Washes 1026Ml,8.72E+12,6,InStock,"Persil Biological Liquid Laundry Detergent 38 Washes 1026Ml. Persil Bio Laundry Washing Liquid Detergent provides brilliant stain removal first time, even on a quick wash cycle,This liquid detergent is made with plant-based, biodegradable stain removers – tough on stains, kinder to our planet,Persil Bio Liquid Detergent has been voted Product of the Year 2021 in the Laundry Detergent Category*,Persil Bio Laundry Liquid leaves your clothes with 7 days of lasting freshness, even when washed at 30°C,Our detergent bottle is now 100% recyclable and contains recycled plastic, reducing plastic use and caring for our planet,With a new super concentrated formula in a smaller bottle, now you only need 27 ml of detergent per use",PERSIL,Household,Laundry,Washing Liquid & Gel,https://digitalcontent.api.tesco.com/v2/media/ghs/10f907a2-58e3-4e5e-a712-7ae45e249c11/7f9eb4a6-bc07-47dd-bc95-e70d50f5d962_941414379.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/b3434b6b-8edd-4ca7-9486-e265609aea61/f838f44d-034a-4368-ad4b-abf8de0cf3a2_1966986144.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/738a8006-398d-4f9e-957e-a541bb680c74/84f1575d-6baa-47ca-b6c2-bc6c8fa99354_1474775367.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/f9f3a584-7d0d-4bd6-b065-638cf275c5fb/ecdd1f52-2a73-4f49-8597-84ecb5c584ca_145040061.jpeg,
Wilkinson Sword Quattro For Women Disposable 3S,4.03E+12,5.75,InStock,Wilkinson Sword Quattro For Women Disposable 3S,WILKINSON SWORD,Health & Beauty,Women's Toiletries,Hair Removal,https://digitalcontent.api.tesco.com/v2/media/ghs/8d237155-d713-46c3-ba71-4ee94451a794/02ada11e-250f-42a7-a29f-a61009e739ba_1560152601.jpeg,,,,
Wicked Kitchen Alternative To Smoked Gouda Style Flavour Slices 200G,5.06E+12,2.5,OutOfStock,Slices of coconut oil alternative to smoked Gouda style cheese,WICKED KITCHEN,Fresh Food,Dairy Free & Dairy Alternatives,Dairy Free Cheese Alternatives,https://digitalcontent.api.tesco.com/v2/media/ghs/a924e1a4-8687-4cc2-b3b7-b5436fbdc8ea/b0cded54-85a6-4039-b9f6-e523f58afac3_1899001273.jpeg,,,,
Tesco Reduced Fat 3 Houmous Stacker 180G,5.06E+12,1.5,InStock,"Reduced fat† dip made with chickpeas, tahini sesame seed paste, concentrated lemon juice and garlic.",TESCO,Fresh Food,"Cooked Meats, Antipasti & Dips",Houmous & Dips,https://digitalcontent.api.tesco.com/v2/media/ghs/f0d3355a-cc7a-49fc-a7c9-4aab7e09c5a2/2e50f47b-6f94-4b63-8627-40b0e5466fe7.jpeg,,,,
Weetabix Cereal 24 Pack,5.01E+12,3.25,InStock,"Whole Wheat Cereal with Added Vitamins & Iron. 24 Biscuits. High in fibre,Low in sugar and salt,100% wholegrain wheat,Suitable for Vegetarians",WEETABIX,Food Cupboard,Cereals,Wheat Cereal,https://digitalcontent.api.tesco.com/v2/media/ghs/a87c8eb9-61e4-4e41-9f90-7ee006f6fe75/06cf97ef-0de2-44d8-8370-2b37eb573656_191048924.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/8b44e405-36db-46ad-8a9b-09b91338e7e2/82059bd2-72b4-4136-b6db-71deeb5f21eb_1300703934.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/d82d87cd-020a-4116-b5a4-86bfafdccc33/abad9476-b5c7-48a0-ade2-93954bfdc7e6_871839770.jpeg,,
Tesco Finest Fig & Balsamic Chutney 210G,5.06E+12,1.5,InStock,Fig chutney with balsamic vinegar of Modena.,TESCO FINEST,Food Cupboard,"Table Sauces, Olives, Pickles & Chutney","Chutneys, Relishes & Pickles",https://digitalcontent.api.tesco.com/v2/media/ghs/89ac6be8-7569-4ea8-b256-44a5a9171427/99033ca1-518d-4c9e-966c-036c0f90218f_2042164028.jpeg,,,,
Seachill Cooked& Peeled King Prawns 150G,5.06E+12,2.49,InStock,"Cooked and peeled king prawns (Litopenaeus vannamei), defrosted. Cooked & Peeled,Ready to Eat",ICELANDIC SEACHILL,Fresh Food,Chilled Fish & Seafood,Prawns & Seafood,https://digitalcontent.api.tesco.com/v2/media/ghs/bfb391a5-2d48-4049-9bf6-aa06a6d16426/e2c5c99b-a078-433a-b1cc-298e76854d90.jpeg,,,,
Yo! Chicken Poke 326G,5.04E+12,5,InStock,Yo! Chicken Poke 326g ,YO!,Fresh Food,"Chilled Soup, Sandwiches & Salad Pots","Sandwiches, Wraps & Sushi",https://digitalcontent.api.tesco.com/v2/media/ghs/5fa88d00-3435-44b9-ae86-5a2978f2a00c/94e5a0de-2bb0-4795-b362-946e5169c4ee.jpeg,,,,
Persil Colour Protect Liquid Detergent 53 Washes 1431Ml,8.72E+12,7.5,InStock,"Persil Colour Protect Liquid Detergent 53 Washes 1431Ml. Persil Colour Laundry Washing Liquid Detergent keeps colours vibrant and removes stains first time,This liquid detergent is made with plant-based, biodegradable stain removers – tough on stains, kinder to our planet,Persil Colour Laundry Liquid is suitable for washing at low temperatures, such as 30°C,Provides brilliant stain removal, fabric care and freshness,Our detergent bottle is now 100% recyclable and contains recycled plastic, reducing plastic use and caring for our planet,With a new super concentrated formula in a smaller bottle, now you only need 27 ml of detergent per use",PERSIL,Household,Laundry,Washing Liquid & Gel,https://digitalcontent.api.tesco.com/v2/media/ghs/fd170782-1bc0-468d-9754-59af0d97bf25/79219d45-65e0-4eb7-9cd8-fb7022e58786_2067159006.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/aac8dfdb-32b3-464d-8789-5009389849b8/c6c92653-1220-4348-bc2d-2dcce8a2152e_738646310.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/b047202a-7b9e-4fed-aff2-e8efd045da78/db3e4786-4e6a-4eaa-b711-61d49e12c534_1220430658.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/d75f88ac-abb1-4b6d-bc7b-8989c0bd01ad/de0692ce-7c84-407e-89da-a8d60a7f635c_894384493.jpeg,
Simple Instant Glow Cleansing Wipes X20,8.71E+12,4,InStock,"Simple Instant Glow Cleansing Wipes X20. Simple Biodegradable Instant Glow Wipes brighten skin and remove makeup for instantly glowing skin,These biodegradable makeup wipes have no artificial perfume or colour and no harsh chemicals that can upset your skin,Made with antioxidants vitamin C & E and ginger root,Our Instant Glow wipes are gentle for everyday use, but effective enough to remove makeup,These wipes are made with wood pulp, biodegrading in only 42 days under home and industrial compost conditions,Being kind to animals is very important to us, these wipes are vegan and Simple is certified cruelty-free by PETA - we don’t test on animals anywhere in the world",SIMPLE,Health & Beauty,Face Skincare,Face Wipes,https://digitalcontent.api.tesco.com/v2/media/ghs/7b4b1637-2a13-419e-ace3-21bd4911ed83/58732d63-372b-4f20-a2a0-88dd04f573fc_395122077.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/8af581ec-202b-43c7-87d2-2195668a600c/cf38b405-aca7-42b0-833f-391874bca00c_2090082711.jpeg,,,
Haliborange Happy Tummies 30 Strawberry Softies,5.06E+12,5.8,InStock,"30 Strawberry Flavour Happy Tummies with Vitamin C Softies - Food Supplement. 1 Billion Live Bacteria,Contains vitamin C,No artificial colours",HALIBORANGE,Health & Beauty,"Vitamins, Minerals & Supplements",Kids Vitamins,https://digitalcontent.api.tesco.com/v2/media/ghs/809f5e67-d456-494b-927d-f33517338271/f4448b3d-fa2c-4f79-bcca-a53a428052ae_1418439825.jpeg,,,,
Tesco Blue Candy Stripe 12 Candles & Holder,5.05E+12,1,InStock,Tesco Blue Candy Stripe 12 Candles & Holder,TESCO CELEBRATE,Home & Ents,Party & Giftwrap,Birthday Candles,https://digitalcontent.api.tesco.com/v2/media/ghs/1e00d8e3-dacb-444b-ab9a-b1daff5787a3/d88bab27-2f46-4beb-ac3f-0fe6a5c5941d_1292352642.jpeg,,,,
Turner Road Reserve White Zinfandel 750Ml,5.01E+12,6,InStock,"White Zinfandel. Learn more at accoladewines.com/carbon. Wine of California, USA",TURNER ROAD,Drinks,Wine,Rose Wine,https://digitalcontent.api.tesco.com/v2/media/ghs/fecf1838-203f-47b6-bbf1-412c6ea7e667/30ab7248-e337-4661-ba5c-f8142eb315ee_568987008.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/b255f72b-f252-4aa7-8d36-a5588dad16eb/7aa66e99-7758-4330-9dcc-4547ca694f4d_802447188.jpeg,,,
Lily's Kitchen Slow Cooked Lamb Hotpot 400G,5.06E+12,2.75,InStock,"Lily's Kitchen Slow Cooked Lamb Hotpot 400G. Come and be social with us Twitter, Facebook and Instagram. Proper food for dogs,Complete nutrition,Natural & delicious,Single protein,Freshly proper meat prepared,Grain free recipe,Vet approved recipe",LILY'S KITCHEN,Pets,Dog Food & Accessories,Wet Dog Food,https://digitalcontent.api.tesco.com/v2/media/ghs/a8ed0c2d-6242-42c7-858c-9c128909449f/97693993-d08b-49f0-9411-0539a990488d_1882964727.jpeg,,,,
Bear Yoyo Strawberry 3X20g,5.06E+12,0.31,OutOfStock,"Gently baked fruit rolls with apple, pear and strawberry. BEAR's Growing a Better Tomorrow. Discover our charity projects & sustainability mission. BEARsnacks.co.uk. Yoyos are grrreat for baking. For healthy recipes visit bearsnacks.co.uk. 1 of your 5 a day!,56 kcal per 2 rolls,Gluten free,Nut free,Absolutely nothing else,No added sugar,High in fibre,Vegan friendly",BEAR,Food Cupboard,"Dried Fruit, Nuts, Nutrient Powders & Seeds",Dried Fruit,https://digitalcontent.api.tesco.com/v2/media/ghs/61f06d49-9a0e-499d-9dee-63e63011110a/06c15237-ff8e-46cf-8246-8d68ccb3b526_490609272.jpeg,,,,
Cadbury Timeout Wafer Biscuits 6 X 20.2G,7.62E+12,1,InStock,"Wafer (16 %) with a cocoa filling (38 %) covered with milk chocolate (45 %). BeTreatwise.net. Cocoa Life. Partnering with Fairtrade Foundation. Partnering to improve the lives of cocoa farmers and their communities. www.cocoalife.org. 106 calories in each bar,Suitable for vegetarians",CADBURY,Food Cupboard,Biscuits & Cereal Bars,Chocolate Biscuit Bars & Mini Biscuits,https://digitalcontent.api.tesco.com/v2/media/ghs/7164f5ea-dccb-420a-994b-58f8c00a6c24/45cd796f-fa35-4e9f-b8ca-de08f830c668_1018343944.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/a37c7922-3a93-4d09-bb53-e2bbb357838c/ab38dbfb-a80b-4b3f-b362-85b2306a9624_2064992037.jpeg,,,
Listerine Advanced Defence Gum Mouthwash 500Ml,3.57E+12,5.5,InStock,"Listerine Advanced Defence Gum Mouthwash 500Ml. Medical Device,Clinically proven to treat gum disease",LISTERINE,Health & Beauty,"Toothpaste, Mouthwash & Toothbrush",Mouthwash,https://digitalcontent.api.tesco.com/v2/media/ghs/d3eed0a2-118b-4ac9-a20b-b43e1fc1112d/e2c04f55-7a66-4295-8513-2c45a65f307d_449161024.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/b5920e87-b102-415c-98d7-e4a3d8a235b8/d3375619-d39b-4719-8721-1f7e187f114a_2046608060.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/01976b63-493a-4064-a3f1-491969144619/4787679a-2a75-466e-a0be-abc8473c1961_272391351.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/f0c2207e-2cab-4b0f-be15-97e34b22f6c2/f178e672-e9b9-4233-87b5-5e23b190ded2_1299869982.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/4eb5e8e5-e0a2-44a3-aa67-c0e3e09440ad/3bef5a4f-1c35-440e-9429-ad14210b91be_1065279557.jpeg
Stockwell & Co. Soft Spread 500G,5.06E+12,0.99,InStock,Vegetable fat spread (42%).,STOCKWELL CO,Fresh Food,"Milk, Butter & Eggs","Butter, Spreads & Margarine",https://digitalcontent.api.tesco.com/v2/media/ghs/d5ef9ec5-8479-4ea3-9c57-a9e2169f5b35/87f44690-e615-4631-90fb-f791bcc3bc69.jpeg,,,,
Tesco Pvc - Free Cling Film 25M X 350Mm,5.06E+12,1.5,InStock,Cling film.,TESCO,Household,Food Storage,Cling Film,https://digitalcontent.api.tesco.com/v2/media/ghs/4a21cade-35af-486f-9af6-b86ce3736e6f/a7289862-a5a8-42c0-b89a-11a42ae94137_1066527142.jpeg,,,,
Tesco Chicken Salad Sandwich,50436767,2.5,InStock,"Chicken breast, lemon and pepper mayonnaise, tomato, cucumber and lettuce in malted bread.",TESCO,Fresh Food,"Chilled Soup, Sandwiches & Salad Pots","Sandwiches, Wraps & Sushi",https://digitalcontent.api.tesco.com/v2/media/ghs/e1addfc7-c0fc-4020-965f-31a272e027d5/087a6499-6cd9-4874-820e-512abac21879.jpeg,,,,
Colgate Sensitive Enamel Repair Toothpaste 20Ml,8.72E+12,1.5,InStock,"COLGATE SENS ENAMEL REPAIR TOOTHPASTE 20ML . The same great taste and sensitivity relief as Colgate Sensitive PRO-Relief. The New Colgate Sensitive Instant* Relief Enamel Repair Toothpaste starts blocking sensitivity pain instantly*. With its unique Pro-Argin technology, this sensitive toothpaste will give you instant* relief from sensitivity as it helps to seal and repair the sensitive areas of your teeth†. What’s more, this toothpaste prevents sensitivity coming back by building a protective barrier that acts like a seal against sensitivity†. The toothpaste for sensitive teeth also remineralises the enamel on your teeth, leaving them more resistant to acid attacks. Using this sensitive toothpaste continuously twice a day, will give you clinically proven lasting relief for up to 8 weeks**. *For instant relief, apply directly to the sensitive tooth with a fingertip and massage gently for 1 minute, up to twice a day and for children 6-12 years once a week or less frequently.. †With continued use twice a day.. **For lasting relief, apply to a gentle toothbrush making sure to brush all sensitive areas of the teeth.. Pro-Argin technology helps to seal and repair the sensitive areas of teeth.*,*With continued use twice a day,Prevents sensitivity from coming back*,*With continued use twice a day can help prevent sensitivity from coming back.,Builds a protective barrier that acts like a seal against sensitivity*,*With continued use twice a day",COLGATE,Health & Beauty,Suncare & Travel,Travel Toiletries,https://digitalcontent.api.tesco.com/v2/media/ghs/783afa11-906a-4d97-afb4-4d3587459c92/687addee-bb88-4419-bdf6-bb8987321906_1074803186.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/9f250989-2b12-4783-a72c-76df8f50f79f/26af528d-31ca-4ad0-bf8b-934978402175_1658034615.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/da5b16b3-031c-40a2-ab36-12622cae8f9d/4b453960-9223-40bd-91a6-8395cad9733d_207283120.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/6414af16-51e4-4701-868e-4b219b90e7f2/e107d7d8-fb89-40a0-9c22-0cacddb86682_1918017284.jpeg,
Tesco Thai Hom Mali Aaa Jasmine Fragrant Rice 5Kg,5.05E+12,8.4,InStock,Thai hom mali fragrant rice.,TESCO,Food Cupboard,World Foods,African & Caribbean,https://digitalcontent.api.tesco.com/v2/media/ghs/ca5ad719-60fd-432e-8944-cc7813b17c5f/snapshotimagehandler_568356459.jpeg,,,,
Good Boy Wagtastic Squeaky Dumbell,5.00E+12,3,InStock,"Good Boy Wagtastic Squeaky Dumbell. Cool stuff for dogs,Swish swoosh,Get your dog's tail wagging!",WAGTASTIC,Pets,Dog Food & Accessories,"Dog Toys, Healthcare & Accessories",https://digitalcontent.api.tesco.com/v2/media/ghs/650426b8-0f13-45f2-b8a3-a92876d1baa3/4bb26f6c-5afc-4c4e-8a43-2ddde5fe4720_698282490.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/5a00e183-9cee-4709-ba53-f23293e96947/ac802333-f06d-4106-a1b3-9ac06f1856bc_336133717.jpeg,,,
Tommee Tippee Groclock Usb,5.06E+12,30,OutOfStock,Groclock Toddler Sleep Trainer. Perfect for showing toddlers when it's time to get up in the morning. Glowing screen shows images of stars & the sun. Includes fun bedtime storybook,TOMMEE TIPPEE,Baby,Toys & Nursery Accessories,Nursery Bedding,https://digitalcontent.api.tesco.com/v2/media/ghs/964a89a6-6c73-4e9f-88bf-16986afaf959/37b403cb-ae55-4fd9-a430-deb05a510fc0_2073312881.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/40d0bfa4-c96c-469c-861e-9ed5fc8db996/82517f12-540d-4d5b-81d2-8ae64d8cd8ee_845797452.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/d6a0cd40-7c5e-42b6-9f47-abf0b23c2c6d/990fba06-1530-46fd-aadb-a917a89d974e_578669590.jpeg,,
